POLITICAL_UNIT,NAME,WGMS_ID,YEAR,TIME_SYSTEM,BEGIN_PERIOD,END_WINTER,END_PERIOD,ELA_PREFIX,ELA,ELA_UNC,MIN_SITES_ACC,MAX_SITES_ACC,MIN_SITES_ABL,MAX_SITES_ABL,ACC_AREA,ACC_AREA_UNC,ABL_AREA,ABL_AREA_UNC,AAR,INVESTIGATOR,SPONS_AGENCY,REFERENCE,REMARKS
AQ,GALINDEZ ICE CAP,3975,1964,,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Sadler (1968); British Antarctic Survey Bulletin, 17, 21-49 p. Thomas (1963); British Antarctic Survey Bulletin, 2, 27-43 p.",Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years.
AQ,GALINDEZ ICE CAP,3975,1965,,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Sadler (1968); British Antarctic Survey Bulletin, 17, 21-49 p. Thomas (1963); British Antarctic Survey Bulletin, 2, 27-43 p.",Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years.
AQ,HEIMDALL,890,1972,OTH,19710210,,19720121,,,,,,,,,,,,30.0,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
AQ,HEIMDALL,890,1973,OTH,19720121,,19730125,,,,,,,,,,,,39.0,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
AQ,HEIMDALL,890,1974,OTH,19730125,,19740123,,,,,,,,,,,,32.0,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
AQ,HEIMDALL,890,1975,OTH,19740123,,19750117,,,,,,,,,,,,28.0,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
AQ,HOWARD,3973,1993,,,,,,,,,,,,,,,,,,,,Only index point measurements. Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,1994,,,,,,,,,,,,,,,,62.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,1995,,,,,,,,,,,,,,,,81.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,1996,,,,,,,,,,,,,,,,11.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",ELA represent extrapolations above the highest measurement on the glacier. Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,1997,,,,,,,,,,,,,,,,91.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,1998,,,,,,,,,,,,,,,,60.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,1999,,,,,,,,,,,,,,,,57.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,2000,,,,,,,,,,,,,,,,19.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",ELA represent extrapolations above the highest measurement on the glacier. Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,2001,,,,,,,,,,,,,,,,42.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,2002,,,,,,,,,,,,,,,,38.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,2003,,,,,,,,,,,,,,,,40.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,2004,,,,,,,,,,,,,,,,11.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",ELA represent extrapolations above the highest measurement on the glacier. Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,2005,,,,,,,,,,,,,,,,42.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",ELA represent extrapolations above the highest measurement on the glacier. Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,2006,,,,,,,,,,,,,,,,68.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,2007,,,,,,,,,,,,,,,,11.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",ELA represent extrapolations above the highest measurement on the glacier. Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,2008,,,,,,,,,,,,,,,,57.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,2009,,,,,,,,,,,,,,,,54.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,2010,,,,,,,,,,,,,,,,54.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,2011,,,,,,,,,,,,,,,,54.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,2012,,,,,,,,,,,,,,,,54.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HOWARD,3973,2013,,,,,,,,,,,,,,,,80.0,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HUGHES,6822,1995,,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HUGHES,6822,1996,,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HUGHES,6822,1997,,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HUGHES,6822,1998,,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HUGHES,6822,1999,,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HUGHES,6822,2000,,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HUGHES,6822,2001,,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HUGHES,6822,2002,,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HUGHES,6822,2003,,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HUGHES,6822,2004,,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HUGHES,6822,2005,,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HUGHES,6822,2006,,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HUGHES,6822,2007,,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HUGHES,6822,2008,,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,HURD,3367,2002,COM,20010220,20011208,20020109,,240.0,5.0,13,13,11,11,1.452,0.05,2.582,0.05,36.0,Francisco Navarro,"Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n, Av. Complutense, 30, 28040 Madrid, Spain",,"Measured twice per season, late Nov/early Dec. and late Feb./early March. First one fits well to start of melting season, but we miss ca. 1 month of melting at end of summer. Summer & winter balances corrected for this comparing stake readings at end of summer with stake readings, snow depths & pits at beginning of next winter."
AQ,HURD,3367,2003,COM,20020110,20021203,20030214,,310.0,5.0,2,2,19,19,0.444,0.05,3.59,0.05,11.0,Francisco Navarro,"Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n, Av. Complutense, 30, 28040 Madrid, Spain",,"Measured twice per season, late Nov/early Dec. and late Feb./early March. First one fits well to start of melting season, but we miss ca. 1 month of melting at end of summer. Summer & winter balances corrected for this comparing stake readings at end of summer with stake readings, snow depths & pits at beginning of next winter."
AQ,HURD,3367,2004,COM,20030215,20031124,20040217,,205.0,5.0,14,14,11,11,2.178,0.05,1.856,0.05,54.0,Francisco Navarro,"Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n, Av. Complutense, 30, 28040 Madrid, Spain",,"Measured twice per season, late Nov/early Dec. and late Feb./early March. First one fits well to start of melting season, but we miss ca. 1 month of melting at end of summer. Summer & winter balances corrected for this comparing stake readings at end of summer with stake readings, snow depths & pits at beginning of next winter."
AQ,HURD,3367,2005,COM,20040218,20041206,20050217,,235.0,5.0,11,11,13,13,1.654,0.05,2.38,0.05,41.0,Francisco Navarro,"Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n, Av. Complutense, 30, 28040 Madrid, Spain",,"Measured twice per season, late Nov/early Dec. and late Feb./early March. First one fits well to start of melting season, but we miss ca. 1 month of melting at end of summer. Summer & winter balances corrected for this comparing stake readings at end of summer with stake readings, snow depths & pits at beginning of next winter."
AQ,HURD,3367,2006,COM,20050218,20051208,20060222,,280.0,5.0,5,5,23,23,0.807,0.05,3.227,0.05,20.0,Francisco Navarro,"Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n, Av. Complutense, 30, 28040 Madrid, Spain",WGMS (2012): FoG 2005-2010 (Vol. X).,"Measured twice per season, late Nov/early Dec. and late Feb./early March. First one fits well to start of melting season, but we miss ca. 1 month of melting at end of summer. Summer & winter balances corrected for this comparing stake readings at end of summer with stake readings, snow depths & pits at beginning of next winter."
AQ,HURD,3367,2007,COM,20060223,20061201,20070223,,280.0,5.0,3,3,20,20,0.887,0.05,3.147,0.05,22.0,Francisco Navarro,"Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n, Av. Complutense, 30, 28040 Madrid, Spain",WGMS (2012): FoG 2005-2010 (Vol. X).,"Measured twice per season, late Nov/early Dec. and late Feb./early March. First one fits well to start of melting season, but we miss ca. 1 month of melting at end of summer. Summer & winter balances corrected for this comparing stake readings at end of summer with stake readings, snow depths & pits at beginning of next winter."
AQ,HURD,3367,2008,COM,20070224,20071201,20080220,,185.0,5.0,17,17,8,8,2.783,0.05,1.251,0.05,69.0,Francisco Navarro,"Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n, Av. Complutense, 30, 28040 Madrid, Spain",WGMS (2011): GMBB No. 11 (2008-2009). WGMS (2012): FoG 2005-2010 (Vol. X).,"Measured twice per season, late Nov/early Dec. and late Feb./early March. First one fits well to start of melting season, but we miss ca. 1 month of melting at end of summer. Summer & winter balances corrected for this comparing stake readings at end of summer with stake readings, snow depths & pits at beginning of next winter."
AQ,HURD,3367,2009,COM,20080221,20081129,20090210,,250.0,5.0,10,10,17,17,1.372,0.05,2.662,0.05,34.0,Francisco Navarro,"Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n, Av. Complutense, 30, 28040 Madrid, Spain",WGMS (2011): GMBB No. 11 (2008-2009). WGMS (2012): FoG 2005-2010 (Vol. X).,"Measured twice per season, late Nov/early Dec. and late Feb./early March. First one fits well to start of melting season, but we miss ca. 1 month of melting at end of summer. Summer & winter balances corrected for this comparing stake readings at end of summer with stake readings, snow depths & pits at beginning of next winter."
AQ,HURD,3367,2010,COM,20090211,20091203,20100225,,0.0,5.0,30,30,0,0,4.034,0.05,0.928,0.05,100.0,Francisco Navarro,"Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación, Av. Complutense, 30, 28040 Madrid, Spain",,"Measured twice per season, late Nov/early Dec. and late Feb./early March. First one fits well to start of melting season, but we miss ca. 1 month of melting at end of summer. Summer & winter balances corrected for this comparing stake readings at end of summer with stake readings, snow depths & pits at beginning of next winter."
AQ,HURD,3367,2011,COM,20100226,20101222,20110226,,130.0,5.0,26,26,4,6,3.066,0.05,0.968,0.05,76.0,Francisco Navarro,"Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación, Av. Complutense, 30, 28040 Madrid, Spain",WGMS (2013): GMBB No. 12 (2010-2011).,"Measured twice per season, late Nov/early Dec. and late Feb./early March. First one fits well to start of melting season, but we miss ca. 1 month of melting at end of summer. Summer & winter balances corrected for this comparing stake readings at end of summer with stake readings, snow depths & pits at beginning of next winter. MOST OF THE GLACIER BEHAVED AS ACCUMULATION AREA THIS YEAR, HENCE LOW NUMBER OF MEASUREMENTS ON ABLATION AREA (number of meas. on accum./ablat. areas referred to current year ELA)."
AQ,HURD,3367,2012,COM,20110226,20111206,20120215,,225.0,5.0,15,15,17,17,1.735,0.05,2.299,0.05,43.0,Francisco Navarro,"Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación, Av. Complutense, 30, 28040 Madrid, Spain",WGMS (2015): GGCB No. 1 (2012-2013).,"Measured twice per season, late Nov/early Dec. and late Feb./early March. First one fits well to start of melting season, but we miss ca. 1 month of melting at end of summer. Summer & winter balances corrected for this comparing stake readings at end of summer with stake readings, snow depths & pits at beginning of next winter."
AQ,HURD,3367,2013,COM,20120215,20121228,20130218,,95.0,5.0,27,27,5,5,3.348,0.05,0.686,0.05,83.0,Francisco Navarro,"Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación, Av. Complutense, 30, 28040 Madrid, Spain",,"Measured twice per season, late Nov/early Dec. and late Feb./early March. First one usually fits well to start of melting season, but we miss ca. 1 month of melting at end of summer. Summer & winter balances corrected for this comparing stake readings at end of summer with stake readings, snow depths & pits at beginning of next winter."
AQ,HURD,3367,2014,COM,20140123,,20140206,,0.0,5.0,32,32,0,0,4.033999919891357,0.050000000745058,0.0,0.050000000745058,100.0,Francisco Navarro,"Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación, Av. Complutense, 30, 28040 Madrid, Spain",,"This campaign there was a single set of stake measurements, from late January to early February 2014. However, the start of the melting season was very late, nearly coincident with the measurements. The melting between this date and the end of the melting season was estimated by comparing the stakes readings at the measurement period with stake readings, snow depths & pits at end of subsequent winter."
